"climbRate","Sgz","'p'","'q'","curPitch","curRoll","absRoll","diffClb"
"34","-14","-0.31","0.03","0.64","1.6","-17","12"
"240","-9","-0.32","0.24","0.5","0.8","-18","-3"
"212","-5","-0.19","0.17","0.52","0.5","-18","-2"
"74","2","0.05","0.25","0.68","0.4","-19","-8"
"-43","2","0.2","0.25","0.8","0.5","-18","-10"
"-119","-10","-0.25","0.06","0.79","0.8","-18","7"
"32","-11","-0.4","0.16","0.68","-0.5","-19","-2"
"80","-6","0.2","0.18","0.62","-1","-20","0"
"-144","-5","0.29","0.26","0.88","0.4","-19","-11"
"-316","-13","0.17","-0.04","0.97","0.9","-18","3"
"137","-23","0.18","0.02","0.49","1.3","-18","12"
"-48","-8","-0.38","0.17","0.71","1.3","-18","4"
"-27","-9","-0.51","0.14","0.68","0.7","-18","3"
"64","-8","-0.35","0.09","0.58","-0.3","-19","6"
"37","-1","0.09","0.25","0.66","-0.7","-20","-8"
"-32","-1","0.17","0.25","0.72","-0.5","-19","-8"
"-142","-6","0.21","0.17","0.78","0.1","-19","5"
"-109","-10","0.19","0.12","0.75","0.4","-19","2"
"-80","-12","0.24","0.13","0.72","0.6","-18","3"
"92","-12","-0.24","0.06","0.53","0.9","-18","8"
"180","9","-0.11","0.25","0.51","-1.1","-20","-9"
"-186","10","-0.02","0.31","0.88","-1.1","-20","-14"
"-295","-3","-0.05","0.17","0.89","-1.2","-20","7"
"-119","-16","0.42","0.16","0.74","-0.7","-20","2"
"-101","-19","0.58","0.17","0.73","0.1","-19","1"
"-8","-22","0.26","0.08","0.62","1.3","-18","4"
"81","-20","0.04","0.15","0.56","1.4","-18","-3"
"5","-16","-0.2","0.15","0.62","1.7","-17","-3"
"-51","-17","-0.35","0.17","0.68","0.8","-18","-5"
"-20","-21","0.09","0.12","0.62","0.3","-19","4"
"17","-21","0.21","0.12","0.59","0.4","-19","3"
"-40","-20","-0.25","0.06","0.64","0.8","-18","1"
"6","-20","-0.32","0.13","0.59","0.5","-18","4"
"116","-14","0.08","0.22","0.52","-0.9","-20","-5"
"-36","-11","0.18","0.25","0.68","-0.2","-19","-11"
"-170","-13","-0.04","0.26","0.8","-0.1","-19","-11"
"64","-20","0.24","0.11","0.52","0","-19","6"
"127","-18","0.33","0.11","0.46","0.4","-19","5"
"197","-6","0.01","0.14","0.41","1.4","-18","-1"
"4","2","-0.14","0.18","0.6","0.8","-18","-5"
"-60","1","-0.13","-0.02","0.62","0.5","-18","3"
"179","3","-0.04","0.13","0.41","0.2","-19","5"
"239","7","0.2","0.11","0.34","0.4","-19","6"
"22","15","0.41","0.23","0.61","1.3","-18","-12"
"-313","8","0.28","0.14","0.9","2.4","-17","-11"
"-340","1","0.15","0.14","0.9","2.7","-16","-4"
"-195","-9","-0.02","0.05","0.73","2.8","-16","7"
"-72","-12","-0.28","0.06","0.61","2.6","-16","8"
"159","-5","-0.28","0.15","0.45","0.7","-18","-5"
"-76","0","0.01","0.21","0.67","0.4","-19","-7"
"-194","-6","0.08","0.09","0.75","0.5","-19","-3"
"-40","-20","-0.18","0.12","0.6","0.5","-18","3"
"63","-22","0.17","0.11","0.49","0.1","-19","6"
"96","-21","0.22","0.1","0.46","0.2","-19","5"
"129","-20","0.26","0.1","0.43","0.3","-19","5"
"111","-18","-0.47","0.28","0.5","-0.5","-19","-6"
"57","-16","-0.53","0.1","0.5","-1.3","-20","3"
"155","-12","-0.18","0.3","0.45","-2","-21","-5"
"-59","-9","0.13","0.27","0.66","-1.8","-21","-9"
"-131","-20","0.06","0.16","0.67","-1.4","-20","3"
"42","-23","0.32","0.13","0.51","-0.8","-20","5"
"102","-21","0.41","0.34","0.5","0","-19","-6"
"-45","-20","0.29","0.25","0.64","0.4","-19","-12"
"-88","-21","0.25","0.19","0.68","0.5","-18","-12"
"12","-23","-0.21","0.11","0.54","0.8","-18","2"
"41","-21","-0.46","0.13","0.53","-0.6","-19","-2"
"5","-19","0.21","0.21","0.58","-0.9","-20","-6"
"-289","-23","0.25","0.32","0.91","0.3","-19","-24"
"-359","-27","0.08","0.01","0.85","0.4","-19","6"
"-54","-40","-0.03","0.07","0.57","0","-19","9"
"21","-41","0.05","0.07","0.5","0","-19","9"
"311","-33","-0.1","0.05","0.24","0.2","-19","10"
"521","-16","-0.35","0.1","0.07","-0.5","-19","4"
"377","24","0.14","0.2","0.21","-1.7","-21","2"
"377","29","0.29","0.18","0.22","-1.6","-20","-1"
"201","40","0.24","0.3","0.43","-0.9","-20","-14"
"42","42","0.05","0.3","0.57","-0.7","-20","-14"
"-31","41","0","0.14","0.58","-0.7","-20","2"
"-138","40","0.18","0.27","0.72","-0.4","-19","-10"
"-343","34","0.19","0.3","0.93","-0.2","-19","-18"
"-624","-7","-0.38","0.11","1.11","-0.6","-20","5"
"-368","-25","-0.4","-0.02","0.83","-1.6","-21","17"
"-130","-31","-0.03","0.07","0.64","-1.9","-21","12"
"45","-21","-0.07","0.24","0.55","-0.4","-19","-8"
"-26","-21","-0.22","0.23","0.61","-0.6","-19","-8"
"-111","-22","-0.35","0.23","0.68","-1","-20","-6"
"3","-26","0.1","0.13","0.54","-1.5","-20","6"
"-44","-23","-0.02","0.23","0.63","-0.7","-20","-8"
"117","-22","0.27","0.35","0.49","-0.4","-19","-9"
"-56","-23","0.2","0.11","0.57","0.4","-19","10"
"225","-19","-0.27","0.06","0.31","0.4","-19","9"
"-170","10","-0.17","0.08","0.94","-0.5","-10","1"
"-186","1","0.05","-0.28","0.88","-0.8","-11","9"
"490","7","0.33","-0.1","0.16","-0.3","-10","20"
"711","19","0.08","0.05","-0.06","0.1","-10","19"
"440","41","-0.35","0.19","0.36","-0.4","-10","-13"
"-154","52","0.39","0.15","0.93","-1","-11","-10"
"-254","20","-0.11","0.12","1.02","1.2","-9","-12"
"-436","7","-0.34","0.15","1.2","0.5","-9","-12"
"-471","-11","-0.27","-0.03","1.12","-0.2","-10","13"
"-350","-21","-0.15","-0.06","1.01","-0.5","-10","9"
"-68","-28","0.02","-0.01","0.72","-0.5","-10","11"
"14","-28","-0.12","-0.06","0.65","-0.6","-10","9"
"410","-8","0.31","0.31","0.33","-0.8","-11","-6"
"293","-4","0.39","0.11","0.46","-0.6","-10","-15"
"-74","3","0.31","0.2","0.83","0.6","-9","-18"
"-423","-25","-0.16","0.04","1.09","0.9","-9","-1"
"-421","-32","-0.24","0.03","1.09","0.7","-9","0"
"372","-37","0.03","-0.16","0.22","-0.1","-10","20"
"528","-31","0.1","-0.16","0.06","0","-10","19"
"655","-3","0.15","0.21","0.15","0.4","-10","-29"
"161","15","-0.13","0.11","0.55","0.6","-9","-11"
"-24","17","-0.4","0.13","0.73","0.1","-10","-13"
"-177","13","-0.3","-0.1","0.79","-0.7","-11","5"
"-75","9","-0.12","-0.03","0.7","-1.1","-11","6"
"-16","9","0.14","0.3","0.75","-1","-11","-18"
"-264","5","0.22","0.14","0.96","-0.7","-11","-16"
"-329","2","0.22","0.12","1","-0.6","-11","-10"
"-295","-38","-0.19","-0.08","0.87","-0.4","-10","11"
"231","-41","0.23","-0.05","0.37","-0.9","-11","10"
"371","-27","0.42","0.29","0.36","0.1","-10","-16"
"-52","-22","-0.28","0.02","0.66","0.7","-9","2"
"58","-20","0.02","0.03","0.56","-0.6","-10","1"
"2","-17","0.31","0.06","0.62","0.6","-9","-4"
"237","-8","-0.34","-0.02","0.36","0.8","-9","4"
"205","13","-0.15","0.08","0.42","-0.8","-11","-5"
"168","16","-0.03","0.08","0.46","-0.9","-11","-5"
"51","20","0.32","0.12","0.59","-0.6","-10","-11"
"-129","19","0.52","0.03","0.74","0.5","-10","-9"
"-176","16","0.31","0.08","0.78","0.9","-9","-6"
"-203","7","-0.31","0.13","0.81","0.9","-9","-7"
"38","-7","0.09","-0.06","0.51","-0.8","-11","10"
"-110","-7","0.43","0.18","0.75","0.1","-10","-16"
"-308","-12","0.46","0.17","0.93","0.7","-9","-15"
"-307","-17","0.44","0.02","0.84","1.2","-9","9"
"-251","-22","0.37","-0.08","0.77","1.6","-8","9"
"289","-9","-0.23","0.02","0.31","2.2","-8","0"
"264","2","-0.36","0.09","0.36","1.5","-8","-8"
"84","10","-0.31","0.11","0.53","0.7","-9","-11"
"-126","6","0.19","0.05","0.69","0.3","-10","-3"
"-207","-16","-0.4","-0.02","0.72","0.8","-9","10"
"-133","-19","-0.54","-0.05","0.66","0.3","-10","8"
"-85","-20","-0.6","0.02","0.62","-0.1","-10","8"
"109","-20","0.4","0.02","0.45","-1","-11","3"
"148","-17","0.57","0.02","0.42","-0.3","-10","2"
"155","-15","0.54","0.11","0.43","0.2","-10","-2"
"-86","-12","-0.32","0.1","0.66","0.8","-9","-8"
"-71","-14","-0.58","0.02","0.6","0.1","-10","8"
"-101","-20","-0.03","-0.03","0.63","-1.5","-11","5"
"-36","-22","0.43","0.05","0.59","-0.7","-11","-1"
"21","-23","0.46","-0.01","0.52","0.6","-9","2"
"84","-19","0.16","0.02","0.47","1.7","-8","1"
"51","-15","-0.45","0.05","0.51","1.4","-9","-3"
"38","-14","-0.56","0.05","0.52","1.1","-9","-3"
"10","-13","-0.56","0.04","0.55","-0.5","-10","-4"
"193","-8","0.12","0.07","0.36","-1.5","-11","6"
"148","1","0.36","0.07","0.42","-0.7","-11","-4"
"-79","1","0.24","0.02","0.6","0.6","-9","3"
"-156","-5","-0.24","0.08","0.72","0.8","-9","-9"
"70","-16","0.02","-0.07","0.44","-0.4","-10","12"
"416","21","0.03","0.08","0.18","0.5","-9","-6"
"347","29","-0.04","0.09","0.25","0.5","-9","-7"
"36","40","-0.34","0.12","0.56","-0.6","-10","-13"
"-114","39","-0.29","0.13","0.69","-1","-11","-12"
"-113","25","0.25","-0.12","0.58","-1.1","-11","17"
"2","24","0.37","0.17","0.53","-0.9","-11","7"
"-33","24","0.47","0.06","0.58","-0.4","-10","-2"
"-80","23","0.44","0.09","0.64","0.3","-10","-7"
"-285","15","0.01","0.11","0.84","0.9","-9","-11"
"-418","6","-0.31","-0.19","0.91","0.7","-9","-2"
"-127","-7","-0.35","-0.04","0.62","-0.5","-10","9"
"231","-5","0.08","-0.05","0.3","-0.9","-11","9"
"272","0","0.21","0.09","0.32","-0.8","-11","-6"
"-92","6","0.22","0.21","0.71","0.1","-10","-21"
"-623","-32","-0.19","0.09","1.14","0.1","-10","-7"
"-669","-41","-0.23","0.09","1.18","-0.2","-10","-7"
"-692","-46","-0.25","0.09","1.2","-0.3","-10","-7"
"-738","-55","-0.31","0.1","1.24","-0.5","-10","-7"
"170","-86","0.25","-0.26","0.25","-1.2","-11","37"
"382","-83","0.38","-0.29","0.06","-1.1","-11","35"
"632","-70","0.59","0.1","-0.02","-0.4","-10","-6"
"604","-64","0.58","0.07","0.01","0.1","-10","-5"
"96","-24","-0.44","0.11","0.49","0.8","-9","-10"
"11","-23","-0.56","0.11","0.57","0.3","-10","-9"
"59","-24","0.44","-0.19","0.38","-1.1","-11","28"
"352","-19","0.75","-0.16","0.14","-0.3","-10","21"
"505","-7","0.71","-0.03","0.05","1","-9","8"
"270","20","0","0.2","0.38","2.2","-8","-23"
"1","23","-0.26","0.22","0.63","2","-8","-24"
"-174","22","-0.36","0.19","0.78","1.7","-8","-21"
"-182","7","-0.31","-0.09","0.65","0.6","-9","13"
"143","7","-0.08","-0.06","0.38","0.1","-10","9"
"166","15","0.17","0.17","0.43","0.3","-10","-11"
"-312","7","-0.25","0.11","0.86","0.6","-9","-9"
"-180","-14","-0.18","-0.05","0.67","-0.6","-11","9"
"40","-16","0.12","0.02","0.5","-0.7","-11","2"
"13","-10","-0.3","0.06","0.54","-0.4","-10","-3"
"-18","-10","-0.39","-0.02","0.55","-1.2","-11","2"
"230","-4","0.21","-0.02","0.31","-1.5","-11","7"
"317","3","0.48","-0.02","0.23","-1","-11","6"
"198","13","0.56","0.12","0.39","0.2","-10","-9"
"50","16","0.24","0.31","0.55","0.9","-9","-12"
"-213","15","-0.13","0.22","0.84","0.9","-9","-29"
"-540","6","-0.42","0.22","1.11","0.5","-9","-21"
"-658","-9","-0.48","0.12","1.17","-0.2","-10","-8"
"-710","-23","-0.38","0.08","1.2","-0.7","-11","-3"
"-155","-52","0.3","-0.13","0.61","-0.9","-11","18"
"168","-51","0.55","-0.06","0.33","-0.1","-10","16"
"809","-8","-0.19","0.45","-0.13","1.2","-9","-13"
"545","4","-0.37","0.19","0.12","1","-9","-22"
"375","10","-0.47","0.22","0.29","0.6","-9","-24"
"12","16","-0.51","0.21","0.6","-0.4","-10","-20"
"-442","3","-0.2","-0.23","0.9","-1.5","-11","6"
"-298","-5","-0.03","-0.05","0.78","-1.6","-12","8"
"92","-13","0.52","-0.07","0.41","-1","-11","12"
"293","-7","0.74","0.08","0.26","0.3","-10","6"
"315","3","0.69","0.17","0.28","1.7","-8","-5"
"224","7","0.53","0.09","0.36","2.3","-8","-9"
"-2","12","-0.04","0.13","0.59","2.9","-7","-14"
"-125","11","-0.35","0.13","0.7","2.7","-7","-13"
"-204","5","-0.58","0.1","0.7","1.9","-8","9"
"-97","-5","-0.24","0.02","0.58","0.8","-9","16"
"114","3","0.13","0.12","0.46","0.9","-9","-6"
"96","-39","0.03","-0.04","0.42","-0.4","-10","7"
"31","-7","-0.12","0.1","0.54","-0.4","-10","-8"
"-10","-7","-0.13","0.1","0.57","-0.5","-10","-8"
"-37","-12","0.15","0.03","0.56","-0.6","-11","2"
"-21","-12","0.2","0.03","0.55","-0.5","-10","2"
"-5","-12","0.23","0.06","0.54","-0.2","-10","1"
"-93","-15","-0.18","0.07","0.63","0","-10","-4"
"-112","-18","-0.39","0.02","0.62","-0.5","-10","4"
"15","-20","-0.53","-0.03","0.49","-1.5","-11","9"
"112","-12","0.55","0.15","0.47","-1.5","-11","-8"
"66","-12","0.67","0.09","0.5","-1.2","-11","-8"
"-6","-11","0.84","-0.12","0.54","-0.3","-10","-5"
"96","-10","0.76","0","0.44","1","-9","1"
"9","-8","0.21","0.1","0.56","2","-8","-8"
"-37","-8","0.01","0.08","0.6","2.1","-8","-8"
"-183","-11","-0.39","0.16","0.76","1.5","-9","-17"
"-238","-45","-0.07","-0.03","0.72","-0.3","-10","8"
"-15","-52","-0.17","0","0.54","-0.4","-10","4"
"62","-49","0.25","-0.08","0.43","-0.8","-11","14"
"60","-39","0.08","0.14","0.52","0.5","-10","-11"
"35","-37","-0.21","0.14","0.54","0.3","-10","-9"
"49","-39","-0.13","-0.04","0.46","-0.5","-10","7"
"273","-32","0.16","-0.05","0.25","-0.6","-10","10"
"362","-26","0.3","0.06","0.19","-0.4","-10","6"
"309","-18","0.38","0.08","0.27","0.2","-10","-6"
"29","-8","0.05","0.12","0.55","1.1","-9","-11"
"-128","-11","-0.22","-0.06","0.62","0.9","-9","6"
"41","33","-0.2","0.24","1.52","0","-10","-15"
"-164","31","-0.28","0.26","1.79","-0.4","-10","-16"
"-465","-4","-0.1","0.04","2","-1.6","-11","1"
"-370","-25","0.17","0","1.8","-1.6","-11","7"
"108","-27","-0.24","0.09","1.11","-0.5","-10","1"
"47","-20","-0.13","0.11","1.17","-1.6","-12","-4"
"-57","-20","0.12","0.12","1.29","-1.7","-12","-5"
"-180","-31","0.5","-0.09","1.36","-0.2","-10","-2"
"-34","-33","0.5","-0.05","1.1","0.6","-9","11"
"111","-32","0.3","0.08","0.98","1.4","-9","3"
"95","-28","-0.02","0.3","1.07","1.7","-8","-8"
"-54","-28","-0.25","0.16","1.27","1.6","-8","-16"
"83","-31","-0.41","-0.16","0.89","0.4","-10","14"
"342","-25","-0.2","0.24","0.65","-0.2","-10","8"
"-222","-40","-0.05","0.02","1.19","-0.4","-10","3"
"94","-46","-0.04","-0.12","0.74","-0.5","-10","17"
"126","-46","-0.04","-0.14","0.71","-0.5","-10","16"
"-94","-21","-0.07","0.03","0.91","-0.6","-10","4"
"-82","-24","0.02","0.07","0.93","-0.7","-11","-4"
"-69","-33","0.31","0.04","0.88","0.3","-10","0"
"128","-33","0.02","-0.04","0.62","1.4","-9","7"
"27","-26","-0.15","0.15","0.8","1.1","-9","-10"
"-114","-31","-0.27","0.03","0.87","0.5","-9","5"
"-48","-34","-0.27","0.04","0.82","-0.5","-10","-1"
"404","-23","0.33","-0.07","0.29","-0.5","-10","10"
"-153","-6","0.22","0.16","0.95","1.6","-8","-14"
"-96","-16","-0.25","0.01","0.81","1.7","-8","2"
"-117","-18","-0.08","0.16","0.87","-1.2","-11","-11"
"-263","-25","0.1","-0.17","0.91","-1.2","-11","7"
"134","-28","0.27","-0.01","0.54","0.6","-9","4"
"-28","-17","-0.2","0","0.72","0.9","-9","-6"
"-23","-18","-0.23","-0.11","0.66","0.8","-9","6"
"-139","-6","0.09","0.11","0.82","-0.3","-10","-8"
"75","-16","0.19","-0.07","0.54","0.5","-10","9"
"-97","-4","-0.24","0.09","0.76","0.5","-9","-7"
"-166","-16","-0.07","0.01","0.78","-0.5","-10","3"
"-122","-32","0.16","0.04","0.75","0.5","-10","-2"
"-130","-34","0.16","0.05","0.75","0.6","-9","-2"
"-105","-42","-0.12","0.01","0.71","0.8","-9","2"
"-83","-44","-0.22","0.02","0.69","0.6","-9","2"
"475","-16","0.09","0.02","0.15","-0.3","-10","3"
"480","-15","0.1","0.02","0.14","-0.3","-10","3"
"-89","10","0.19","0.2","0.76","0.6","-9","-19"
"-331","-2","0.08","0.1","0.92","0.9","-9","-2"
"372","-13","-0.21","-0.15","0.14","0.5","-10","26"
"479","-7","-0.25","0.09","0.15","0.3","-10","0"
"160","16","-0.21","0.24","0.52","-0.6","-10","-20"
"-181","10","0.09","0.03","0.76","-0.9","-11","-1"
"-190","-3","0.35","0.05","0.77","0.3","-10","-3"
"-21","-12","0.11","-0.1","0.55","1.2","-9","11"
"76","-2","-0.08","0.06","0.52","1","-9","-4"
"-164","-5","-0.22","0.09","0.75","0.4","-10","-6"
"-45","-35","0.24","0.03","0.61","0.5","-10","1"
"76","-42","-0.26","-0.01","0.47","0.4","-10","4"
"131","-35","-0.18","0.05","0.44","-0.6","-10","-2"
"131","-25","0.28","0.04","0.44","-0.4","-10","-1"
"118","-20","0.37","0.08","0.46","0.4","-10","-4"
"65","-18","0.3","0.15","0.51","0.9","-9","-5"
"-83","-20","0","-0.03","0.58","1.3","-9","11"
"24","-24","0.14","-0.05","0.49","0.8","-9","8"
"129","-7","-0.25","0.04","0.42","0.5","-9","-1"
"18","0","-0.18","0.08","0.54","-0.6","-10","-5"
"234","3","0.17","0.18","0.32","-0.7","-11","8"
"-178","-7","-0.22","-0.03","0.68","-0.5","-10","6"
"139","-9","0.09","-0.05","0.38","-1","-11","10"
"233","14","0.31","0.08","0.35","0.4","-10","-6"
"-349","-3","-0.3","0.03","0.86","0.5","-9","-2"
"4","-20","-0.15","-0.09","0.48","-0.7","-11","14"
"239","-12","0.15","0.01","0.31","-0.7","-11","5"
"314","5","0.35","0.14","0.27","0.4","-10","-4"
"-555","-24","-0.18","0.03","1.05","1.2","-9","-2"
"-561","-37","-0.25","-0.12","1.04","0.9","-9","1"
"-217","-48","-0.25","-0.16","0.65","0.5","-10","21"
"48","-50","-0.29","-0.17","0.41","0.2","-10","22"
"414","-35","0.14","-0.01","0.14","-0.2","-10","6"
"441","-20","0.34","0.2","0.2","0.4","-10","-15"
"74","-7","0.3","0.14","0.52","1.4","-9","-13"
"-216","-10","0.12","0.16","0.79","1.9","-8","-17"
"255","-33","0.09","-0.11","0.25","1.9","-8","14"
"-128","-2","-0.31","-0.06","0.61","0.4","-10","11"
"180","-2","-0.08","-0.09","0.32","-0.4","-10","14"
"20","13","0.11","-0.03","0.49","0.5","-10","6"
"-303","-17","-0.27","-0.02","0.79","-0.5","-10","5"
"-130","3","0.21","0.15","0.71","1","-9","-15"
"-146","-24","-0.33","-0.01","0.65","0.6","-9","4"
"-27","-33","0.03","-0.03","0.53","-0.6","-11","8"
"145","-30","0.34","0.01","0.39","-0.3","-10","3"
"212","-25","0.56","0.09","0.33","0.6","-9","3"
"14","-23","0.54","0.15","0.59","1.2","-9","-21"
"-346","-27","0.33","0.26","0.94","2.1","-8","-23"
"-741","-56","-0.24","0.07","1.23","2.1","-8","-6"
"-738","-74","-0.43","0.01","1.19","1.7","-8","5"
"-662","-81","-0.46","-0.38","1.02","1.4","-9","25"
"184","-93","-0.36","-0.15","0.29","-0.5","-10","21"
"77","-70","0.27","0.18","0.53","-0.7","-11","-17"
"-81","-72","0.37","0.04","0.61","0.5","-10","-3"
"383","-63","-0.38","-0.23","0.11","0.6","-9","17"
"625","-53","-0.5","-0.15","-0.12","0.1","-10","18"
"345","-31","-0.6","0.23","0.3","-1.5","-11","-21"
"-33","-27","0.17","0.04","0.56","-2.4","-12","3"
"278","-18","0.56","-0.02","0.26","-0.6","-10","6"
"356","-9","0.55","0.1","0.22","0.4","-10","-2"
"259","2","0.05","0.45","0.37","1.1","-9","-14"
"-173","3","-0.58","0.31","0.8","0.7","-9","-28"
"-427","-3","-0.71","0","0.97","0.1","-10","-17"
"-140","-22","-0.29","-0.15","0.56","-1.6","-11","27"
"379","-17","0.15","-0.07","0.11","-1.7","-12","22"
"443","-10","0.36","-0.04","0.12","-1.4","-11","1"
"365","19","0.09","0.28","0.25","-0.2","-10","-10"
"-127","24","-0.17","0.17","0.7","-0.5","-10","-15"
"-76","13","0.16","-0.05","0.55","-0.7","-11","14"
"137","18","0.14","0.03","0.4","0.5","-10","1"
"153","20","-0.04","0.02","0.39","0.5","-9","1"
"-26","23","-0.4","0.16","0.61","0.1","-10","-15"
"-237","19","-0.2","-0.04","0.77","-0.5","-10","-11"
"-183","13","0.1","-0.13","0.66","-0.6","-11","7"
"65","12","0.17","0.02","0.46","0.5","-10","2"
"86","13","0.06","0.01","0.44","0.6","-9","2"
"120","17","-0.14","0.11","0.44","0.5","-9","-6"
"-2","19","-0.14","0.08","0.55","-0.2","-10","-6"
"-193","8","-0.2","0.07","0.72","-0.6","-11","-4"
"-239","-14","-0.02","0.05","0.75","-1.4","-11","-1"
"-58","-27","0.3","-0.03","0.56","-0.8","-11","7"
"164","-14","-0.45","0.03","0.38","-0.5","-10","2"
"189","-9","-0.54","0.1","0.37","-1.3","-11","-2"
"-8","-20","0.62","-0.04","0.51","-1","-11","8"
"127","-18","0.72","0.12","0.41","0.3","-10","3"
"-561","-22","-0.12","0.41","1.2","1.6","-8","-42"
"-872","-42","-0.72","0.11","1.36","0.9","-9","-10"
"-537","-85","-0.59","-0.18","0.94","-1.4","-11","21"
"-46","-93","-0.46","-0.34","0.4","-2.1","-12","46"
"357","-90","-0.15","-0.35","0.05","-2.4","-12","40"
"370","-56","0.58","0.22","0.27","-1.3","-11","-21"
"84","-50","0.69","0.21","0.53","-0.2","-10","-19"
"-131","-54","0.25","0.03","0.63","1.4","-9","5"
"-98","-56","-0.06","-0.03","0.6","1.5","-8","4"
"469","-47","-0.3","-0.05","0.05","0","-10","15"
"699","-27","-0.23","0.02","-0.13","-0.5","-10","6"
"422","4","-0.29","0.11","0.17","-1.6","-11","-8"
"382","8","-0.24","0.11","0.21","-1.7","-12","-8"
"291","16","-0.09","0.11","0.29","-1.9","-12","-7"
"99","23","0.25","0.11","0.46","-1.7","-12","-7"
"-61","24","0.31","0.13","0.62","-1","-11","-10"
"-201","20","0.29","0.1","0.74","-0.6","-10","-10"
"-92","1","0.04","-0.05","0.58","1.2","-9","7"
"191","7","-0.19","0","0.34","0.4","-10","4"
"284","26","0.14","0.03","0.27","0.1","-10","1"
"290","33","0.27","0.03","0.26","0.4","-10","0"
"-91","42","-0.03","0.13","0.65","1.2","-9","-12"
"-54","1","0.1","-0.02","0.56","0.5","-10","5"
"100","5","-0.21","0.02","0.43","0.4","-10","2"
"-154","8","-0.1","0.17","0.72","-0.5","-10","-15"
"-30","3","-0.05","0.07","0.56","-0.6","-11","-4"
"-74","0","0.1","0.04","0.59","-0.7","-11","0"
"-73","-2","0.16","0.04","0.59","-0.6","-10","0"
"241","-9","-0.24","-0.04","0.28","-0.5","-10","8"
"-256","36","0.19","0.24","0.84","-0.9","-11","-22"
"-467","29","0.22","0.24","1.03","-0.7","-11","-22"
"233","2","-0.08","0.13","0.32","0.3","-10","1"
"38","14","-0.08","0.11","0.52","-0.3","-10","-9"
"-113","12","-0.18","0.09","0.65","-0.5","-10","-6"
"-147","-3","0.32","0.03","0.65","-0.7","-11","1"
"-138","-8","0.47","0.08","0.66","0.2","-10","-4"
"-153","-9","0.45","0.06","0.67","0.4","-10","-5"
"-220","-21","-0.09","0.03","0.72","1.3","-9","-1"
"-58","-32","-0.25","-0.07","0.54","0.5","-10","10"
"160","-29","-0.07","-0.03","0.36","0","-10","5"
"-139","-29","0.09","0.01","0.64","0.5","-10","4"
"-60","-34","-0.13","0.03","0.57","0.6","-9","1"
"211","-21","0.29","0.05","0.34","0.4","-10","-2"
"-159","-15","0.05","0.13","0.71","1.6","-8","-12"
"-187","-21","-0.18","0.04","0.7","1.5","-8","-3"
"-155","-31","-0.4","0.01","0.65","0.4","-10","3"
"267","-28","0.22","0.01","0.28","-0.6","-10","-2"
"147","-14","0.37","0.12","0.42","0.7","-9","-10"
"142","-10","0.26","0.01","0.39","1.4","-9","0"
"151","-6","0.07","0.03","0.38","1.6","-8","0"
"143","-4","-0.09","0.04","0.4","1.6","-8","-3"
"-109","-2","-0.31","0.12","0.65","0.8","-9","-10"
"-245","-8","-0.23","0.05","0.75","0.3","-10","-2"
"-263","-17","-0.11","-0.18","0.71","-0.2","-10","10"
"44","-31","-0.13","-0.04","0.45","-0.6","-10","8"
"379","-8","0.13","-0.05","0.14","-0.7","-11","9"
"432","-4","0.14","-0.05","0.09","-0.6","-11","9"
"-18","39","-0.03","0.2","0.6","0.1","-10","-19"
"-54","39","-0.04","0.2","0.63","0.1","-10","-19"
"-146","18","-0.15","0.08","0.67","-0.8","-11","-5"
"-8","5","0.33","-0.01","0.51","-0.5","-10","5"
"-180","3","0.37","0.12","0.72","0.7","-9","-12"
"-287","-32","-0.45","-0.03","0.76","0.8","-9","5"
"-174","-40","-0.54","0.02","0.66","-0.4","-10","6"
"-83","-44","-0.24","0.06","0.6","-1.2","-11","1"
"13","-46","0.2","-0.11","0.44","-1.2","-11","17"
"179","-44","0.41","-0.09","0.31","-0.8","-11","13"
"255","-35","0.43","0.22","0.34","0.3","-10","-13"
"23","-31","0.22","0.25","0.56","0.9","-9","-15"
"-323","-49","-0.46","0.04","0.82","0.2","-10","-2"
"62","-58","-0.28","-0.13","0.39","-1.3","-11","20"
"255","-55","-0.07","-0.14","0.21","-1.5","-11","19"
"117","-25","0.47","0.11","0.44","0.3","-10","-9"
"-304","-33","-0.1","-0.02","0.76","1.7","-8","9"
"-9","-42","-0.19","-0.08","0.48","0.8","-9","11"
"168","-39","-0.02","0.27","0.4","0.7","-9","-5"
"147","-27","-0.08","0.02","0.38","0.6","-9","2"
"154","-22","-0.11","0.23","0.42","0.5","-10","-10"
"44","-21","-0.14","0.11","0.52","0.4","-10","-13"
"109","-20","0.15","-0.02","0.4","0.1","-10","5"
"167","-17","0.26","-0.02","0.35","0.4","-10","5"
"-187","-14","0.11","0.2","0.76","1.2","-9","-20"
"292","-20","0.12","-0.12","0.19","1.3","-9","15"
"276","-8","0.12","0.08","0.28","1.6","-8","-6"
"-146","-1","-0.21","-0.03","0.66","1.5","-8","-7"
"18","-7","-0.31","-0.08","0.45","0.7","-9","14"
"299","9","-0.14","0.02","0.24","-0.3","-10","2"
"-289","33","0.28","0.03","0.82","0.7","-9","-16"
"117","24","0.02","0.08","0.39","1.6","-8","7"
"66","28","-0.21","0.13","0.5","1.4","-9","-13"
"4","28","-0.31","0.09","0.54","1.3","-9","-10"
"-81","28","-0.45","0.1","0.62","0.9","-9","-10"
