"diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6"
"-0.031","1.9","0.023","0.022","0.022","0.022","0.022","0.022"
"-0.025","-0.4","0.023","0.023","0.023","0.023","0.023","0.023"
"0.011","-0.3","0.024","0.024","0.024","0.024","0.024","0.024"
"0.043","0.2","0.019","0.02","0.02","0.02","0.02","0.022"
"0.039","3.4","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.026","0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.004","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.004","0.2","0.02","0.02","0.02","0.021","0.021","0.021"
"0.017","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.017","3","0.018","0.018","0.018","0.019","0.019","0.019"
"-0.015","0","0.02","0.02","0.02","0.018","0.018","0.018"
"-0.004","0.9","0.021","0.021","0.021","0.021","0.021","0.021"
"0.016","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.016","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"0.002","0.6","0.018","0.017","0.017","0.017","0.017","0.017"
"0.001","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.017","0.9","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","0.1","0.021","0.02","0.02","0.02","0.02","0.02"
"-0.009","0","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.009","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"0.007","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"0.008","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.027","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0","1.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.012","0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.022","0.1","0.018","0.018","0.018","0.019","0.019","0.019"
"-0.02","1.7","0.018","0.018","0.018","0.018","0.018","0.018"
"0.009","0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"0.016","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.01","-0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.019","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","-0.1","0.039","0.039","0.039","0.039","0.039","0.039"
"0.004","0.1","0.038","0.038","0.038","0.038","0.038","0.038"
"0.008","0","0.037","0.037","0.037","0.037","0.037","0.038"
"0.008","-0.3","0.038","0.038","0.038","0.038","0.038","0.038"
"-0.012","-0.6","0.036","0.036","0.036","0.036","0.036","0.037"
"-0.016","-0.7","0.032","0.032","0.032","0.032","0.032","0.032"
"0.017","0.7","0.032","0.032","0.032","0.032","0.032","0.032"
"0.016","-0.2","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.024","0.1","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.025","0.6","0.032","0.032","0.032","0.032","0.032","0.032"
"0.013","-0.5","0.03","0.03","0.03","0.032","0.032","0.032"
"0.029","0.4","0.033","0.033","0.033","0.033","0.033","0.033"
"0.021","-0.5","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.045","-0.3","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.039","-0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.031","0.7","0.03","0.03","0.03","0.03","0.03","0.03"
"0.011","-1.5","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.008","-0.7","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.005","-0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"0.017","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"0.019","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.005","-0.5","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.039","-1.7","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.009","0.3","0.029","0.029","0.029","0.029","0.029","0.029"
"0.016","0.7","0.028","0.028","0.028","0.028","0.028","0.028"
"0.018","-4.6","0.032","0.033","0.033","0.033","0.033","0.033"
"0.015","0.8","0.031","0.032","0.032","0.032","0.032","0.032"
"0.01","0.2","0.029","0.029","0.029","0.029","0.029","0.029"
"0.005","1.6","0.03","0.03","0.03","0.03","0.03","0.029"
"-0.011","0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.017","-0.3","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.012","-0.5","0.025","0.024","0.024","0.024","0.024","0.024"
"-0.011","0.1","0.024","0.024","0.024","0.024","0.024","0.025"
"0.016","-0.2","0.025","0.024","0.024","0.024","0.024","0.024"
"0.021","-1.3","0.025","0.025","0.025","0.025","0.025","0.025"
"0.02","0.3","0.028","0.028","0.028","0.028","0.028","0.027"
"-0.025","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.021","2.7","0.026","0.026","0.026","0.026","0.026","0.026"
"0.01","-0.5","0.027","0.025","0.025","0.025","0.025","0.025"
"0.019","-0.3","0.028","0.028","0.028","0.028","0.028","0.028"
"0.02","1.5","0.026","0.026","0.026","0.026","0.026","0.026"
"0.009","-0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.017","0","0.025","0.025","0.025","0.025","0.025","0.025"
"0.03","0.3","0.025","0.025","0.025","0.025","0.025","0.025"
"0.009","-0.4","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.016","0","0.024","0.025","0.025","0.025","0.025","0.025"
"-0.011","2.7","0.022","0.021","0.021","0.021","0.021","0.021"
"0.029","-0.6","0.021","0.021","0.021","0.021","0.021","0.021"
"0.028","0","0.022","0.022","0.022","0.022","0.022","0.021"
"0.028","-0.6","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.061","-1.9","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.063","1.3","0.025","0.025","0.025","0.025","0.025","0.026"
"-0.058","-0.2","0.024","0.024","0.024","0.024","0.024","0.025"
"0.031","-0.5","0.022","0.022","0.022","0.022","0.022","0.022"
"0.044","-1","0.027","0.027","0.027","0.025","0.025","0.025"
"0.039","-1.3","0.026","0.026","0.026","0.026","0.026","0.026"
"0.005","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"0.001","-0.2","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.017","1.3","0.024","0.024","0.024","0.024","0.024","0.025"
"-0.026","-0.4","0.023","0.024","0.024","0.024","0.024","0.024"
"-0.034","-0.5","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.037","-0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"0.004","0.9","0.022","0.022","0.022","0.022","0.022","0.022"
"0.01","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.01","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.02","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"0.004","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.012","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.019","0.3","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.017","-0.2","0.024","0.024","0.024","0.024","0.024","0.023"
"0.026","1.4","0.024","0.024","0.024","0.024","0.024","0.024"
"0.003","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.002","0.1","0.023","0.023","0.023","0.023","0.023","0.024"
"-0.013","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.012","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.015","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.012","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.005","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.011","0","0.022","0.023","0.023","0.023","0.023","0.023"
"0","1.6","0.028","0.028","0.028","0.028","0.028","0.028"
"0.01","0","0.027","0.027","0.027","0.027","0.027","0.027"
"0.012","0","0.027","0.027","0.027","0.027","0.027","0.027"
"0.011","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"0.003","-0.2","0.027","0.028","0.028","0.028","0.028","0.028"
"-0.005","1.5","0.026","0.025","0.025","0.025","0.025","0.025"
"-0.01","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.008","-1.4","0.028","0.028","0.028","0.028","0.028","0.028"
"0.007","-0.6","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.004","-0.1","0.029","0.029","0.029","0.029","0.029","0.029"
"0.001","1.8","0.024","0.024","0.024","0.024","0.024","0.024"
"0.001","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.006","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.002","0","0.024","0.024","0.024","0.024","0.024","0.024"
"0.003","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.006","-0.3","0.026","0.026","0.026","0.026","0.026","0.026"
"0.007","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.007","-2.2","0.027","0.028","0.028","0.028","0.028","0.028"
"-0.01","1.3","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.01","-0.3","0.025","0.025","0.025","0.027","0.027","0.027"
"-0.002","-0.6","0.025","0.025","0.025","0.025","0.025","0.025"
"0.006","0.8","0.024","0.024","0.024","0.024","0.024","0.024"
"0.009","2.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","1.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","-1.5","0.024","0.024","0.024","0.024","0.024","0.024"
"0.012","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.004","1.4","0.026","0.027","0.027","0.027","0.027","0.027"
"0.001","0.5","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.005","-0.1","0.023","0.024","0.024","0.024","0.024","0.024"
"-0.007","3.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","-0.9","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.003","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.003","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.009","-0.6","0.019","0.019","0.019","0.019","0.019","0.019"
"0.008","0.2","0.02","0.02","0.02","0.02","0.02","0.019"
"-0.011","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.01","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"0.006","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.002","-0.3","0.022","0.022","0.022","0.022","0.022","0.021"
"-0.005","-0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.006","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.011","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.007","0","0.021","0.02","0.02","0.02","0.02","0.02"
"-0.005","1.7","0.02","0.02","0.02","0.02","0.02","0.02"
"0","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.014","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.005","-0.1","0.019","0.018","0.018","0.018","0.018","0.018"
"-0.012","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.004","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.008","-1.8","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.017","-0.4","0.02","0.02","0.02","0.022","0.022","0.022"
"-0.009","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.008","-0.2","0.019","0.018","0.018","0.018","0.018","0.018"
"-0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0.6","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.002","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","-0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"0.001","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.1","0.019","0.018","0.018","0.018","0.018","0.018"
"0","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.001","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.004","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.002","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.001","-1.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.004","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.008","1.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.011","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","0","0.045","0.045","0.045","0.045","0.045","0.045"
"0.042","0.6","0.045","0.045","0.045","0.045","0.045","0.045"
"0.042","0.1","0.045","0.045","0.045","0.045","0.045","0.045"
"0.036","-0.3","0.048","0.048","0.048","0.047","0.047","0.047"
"-0.022","-0.5","0.043","0.043","0.043","0.043","0.043","0.043"
"-0.024","-0.9","0.039","0.042","0.042","0.042","0.042","0.042"
"-0.024","1.2","0.037","0.037","0.037","0.037","0.037","0.037"
"0.009","0.5","0.035","0.035","0.035","0.035","0.035","0.035"
"0.033","0.7","0.039","0.039","0.039","0.038","0.038","0.036"
"0.04","-2.1","0.045","0.045","0.045","0.045","0.045","0.045"
"0.03","0.3","0.047","0.047","0.047","0.047","0.047","0.047"
"0.009","0.9","0.047","0.047","0.047","0.047","0.047","0.047"
"-0.002","-0.3","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.002","0.2","0.042","0.042","0.042","0.042","0.042","0.041"
"0.014","-0.8","0.043","0.043","0.043","0.043","0.043","0.043"
"-0.016","-0.1","0.043","0.043","0.043","0.043","0.043","0.043"
"0.036","-0.3","0.034","0.034","0.034","0.034","0.034","0.034"
"0.03","1.8","0.035","0.035","0.035","0.035","0.035","0.035"
"-0.018","0.6","0.035","0.035","0.035","0.035","0.035","0.035"
"0.003","-0.7","0.036","0.036","0.036","0.036","0.036","0.036"
"0.001","-0.1","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.01","-0.1","0.041","0.041","0.041","0.041","0.041","0.041"
"0.022","0.2","0.04","0.04","0.04","0.04","0.04","0.04"
"0.021","-0.2","0.043","0.043","0.043","0.043","0.043","0.043"
"0","-1.1","0.045","0.045","0.045","0.045","0.045","0.045"
"-0.001","-0.5","0.045","0.045","0.045","0.045","0.045","0.045"
"0.002","-0.1","0.045","0.045","0.045","0.045","0.045","0.045"
"-0.011","1","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.002","-0.4","0.042","0.042","0.042","0.042","0.042","0.042"
"0.016","-0.5","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.015","-0.2","0.039","0.039","0.039","0.039","0.039","0.041"
"0.001","-0.3","0.036","0.039","0.039","0.039","0.039","0.039"
"0.001","0","0.033","0.033","0.033","0.033","0.033","0.033"
"0.018","0.3","0.032","0.032","0.032","0.032","0.032","0.032"
"0.01","-2.6","0.039","0.039","0.039","0.039","0.039","0.039"
"-0.011","0.4","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.007","-0.2","0.039","0.039","0.039","0.039","0.039","0.039"
"0.007","0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"0.006","0.9","0.034","0.034","0.034","0.036","0.036","0.037"
"-0.003","-0.1","0.034","0.034","0.034","0.034","0.034","0.034"
"-0.013","-0.6","0.036","0.036","0.036","0.036","0.036","0.036"
"0.005","-0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"0.005","-0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"-0.004","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"0.009","0.1","0.032","0.032","0.032","0.032","0.032","0.032"
"0.007","-0.2","0.033","0.033","0.033","0.033","0.033","0.033"
"-0.018","-0.5","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.001","-0.4","0.033","0.033","0.033","0.033","0.033","0.033"
"0.013","0","0.032","0.032","0.032","0.032","0.032","0.032"
"0.02","-0.3","0.032","0.032","0.032","0.032","0.032","0.033"
"-0.017","-0.4","0.032","0.033","0.033","0.033","0.033","0.033"
"-0.015","1.5","0.029","0.029","0.029","0.029","0.029","0.029"
"0.005","-0.3","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.014","-0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.013","0.4","0.032","0.032","0.032","0.032","0.032","0.032"
"-0.011","-0.1","0.03","0.03","0.03","0.03","0.03","0.03"
"0.006","-0.4","0.03","0.03","0.03","0.03","0.03","0.03"
"0.006","-0.1","0.028","0.027","0.027","0.027","0.027","0.027"
"0.023","0.5","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.02","-0.1","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.02","-0.1","0.028","0.028","0.028","0.028","0.028","0.029"
"0.018","-0.2","0.028","0.027","0.027","0.027","0.027","0.027"
"0.011","-2.3","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.003","-0.2","0.028","0.03","0.03","0.03","0.03","0.03"
"-0.007","1.7","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.011","2.4","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.01","2.3","0.024","0.025","0.025","0.025","0.025","0.025"
"-0.018","1.2","0.025","0.024","0.024","0.024","0.024","0.024"
"0.015","1","0.028","0.027","0.027","0.027","0.027","0.027"
"0.009","-2","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.002","-0.4","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.011","0.1","0.026","0.026","0.026","0.026","0.026","0.027"
"-0.009","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.014","-2","0.027","0.027","0.027","0.027","0.027","0.027"
"0.013","0.3","0.028","0.028","0.028","0.028","0.028","0.028"
"0.012","0","0.028","0.028","0.028","0.028","0.028","0.028"
"0.01","0","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.017","0.5","0.024","0.024","0.024","0.024","0.024","0.024"
"0.009","0.5","0.026","0.026","0.026","0.026","0.026","0.026"
"0.011","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.004","-0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.012","3.7","0.024","0.024","0.024","0.024","0.024","0.024"
"0.005","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.012","-1.5","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.009","-0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"0.015","0.4","0.023","0.023","0.023","0.023","0.023","0.023"
"0.008","-0.3","0.026","0.026","0.026","0.026","0.026","0.026"
"0.008","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.003","-0.7","0.024","0.024","0.024","0.024","0.024","0.024"
"0.006","0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.005","-0.3","0.022","0.023","0.023","0.024","0.024","0.024"
"-0.021","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.014","0.8","0.026","0.025","0.025","0.025","0.025","0.025"
"-0.006","-0.2","0.024","0.024","0.024","0.026","0.026","0.026"
"0.003","-1.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.014","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"0.006","-0.3","0.021","0.021","0.021","0.021","0.021","0.022"
"-0.022","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.013","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.017","0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.009","0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"0.013","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.012","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.009","1.6","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.008","-0.5","0.022","0.022","0.022","0.022","0.022","0.022"
"0.019","-0.6","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.016","0.3","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.015","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.009","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.007","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.014","0","0.023","0.023","0.023","0.023","0.023","0.023"
"0.002","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","1.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.02","-1.1","0.022","0.02","0.02","0.02","0.02","0.02"
"0.018","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"0.001","0.2","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.011","1.8","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.01","-0.4","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.018","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.021","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.015","1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.007","1.9","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","0","0.021","0.02","0.02","0.02","0.02","0.02"
"0.008","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.007","0","0.022","0.021","0.021","0.02","0.02","0.02"
"0.006","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.008","-2.8","0.02","0.02","0.02","0.021","0.021","0.021"
"0.007","1.4","0.02","0.02","0.02","0.02","0.02","0.02"
"0.022","-2.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.002","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.009","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.011","-2.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.011","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.01","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.028","0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"0.024","1.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.02","0.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.027","0.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.022","3.6","0.019","0.019","0.019","0.019","0.019","0.02"
"0.009","-0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.009","0","0.018","0.018","0.018","0.018","0.018","0.019"
"-0.015","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.02","-0.6","0.022","0.022","0.022","0.022","0.022","0.021"
"0.018","0.1","0.023","0.022","0.022","0.022","0.022","0.022"
"-0.017","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.017","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.01","-0.4","0.022","0.02","0.02","0.02","0.02","0.02"
"0.002","-0.4","0.023","0.023","0.023","0.023","0.023","0.023"
"0.001","0.6","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.012","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.021","1.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.026","-0.5","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.016","-0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.015","0","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.008","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.02","-0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.016","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.002","-3.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.008","-0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.015","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","-0.6","0.027","0.027","0.027","0.027","0.027","0.027"
"0.022","3.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.021","-1.8","0.028","0.026","0.026","0.022","0.022","0.022"
"-0.022","-1.2","0.029","0.03","0.03","0.03","0.03","0.03"
"-0.006","-0.5","0.029","0.029","0.029","0.029","0.029","0.029"
"0.016","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.016","-0.7","0.027","0.027","0.027","0.027","0.027","0.027"
"0.001","-0.4","0.024","0.024","0.024","0.025","0.025","0.027"
"0.008","-0.7","0.023","0.023","0.023","0.023","0.023","0.023"
"0.009","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.014","-1.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.013","0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"0.011","-4.7","0.027","0.027","0.027","0.027","0.027","0.027"
"0.009","1.4","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.012","-0.2","0.026","0.027","0.027","0.027","0.027","0.027"
"-0.009","-0.3","0.022","0.023","0.023","0.024","0.024","0.024"
"-0.008","-0.1","0.019","0.019","0.019","0.019","0.019","0.02"
"0.009","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.009","-0.2","0.022","0.021","0.021","0.02","0.02","0.02"
"-0.005","0.6","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.02","1.3","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.01","0.3","0.025","0.025","0.025","0.025","0.025","0.025"
"0.009","2.6","0.022","0.022","0.022","0.022","0.022","0.022"
"0.014","0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"0.007","-3.7","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.001","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.002","0.6","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.008","0.3","0.021","0.021","0.021","0.021","0.021","0.021"
"0.014","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.006","-4.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.013","0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.016","0","0.022","0.022","0.022","0.022","0.022","0.022"
"0.001","-0.1","0.021","0.022","0.022","0.022","0.022","0.022"
"-0.009","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.012","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.012","-0.1","0.023","0.022","0.022","0.022","0.022","0.022"
"0.017","0.2","0.023","0.023","0.023","0.023","0.023","0.023"
